,Player,Player ID,Team ID,Team Abbrev,GP,MIN,Height (in),Weight (lbs),Player Postion,Advanced ASTpercent,Advanced OREBpercent,Advanced DREBpercent,Advanced REBpercent,Advanced TSpercent,Advanced USGpercent,Advanced PACE,Advanced PIE,Scoring percentPTS2PT_MR,Scoring percentPTS3PT,Scoring percentPTSFBPs,Scoring percentPTSFT,Scoring percentPTSOffTO,Scoring percentPTSPITP,Scoring 2FGMpercentAST,Scoring 3FGMpercentAST,Scoring FGMpercentAST,Scoring DriveFGPCT,Scoring CatchShootFGPCT,Scoring PullUpFGPCT,Scoring ITPFGPCT,Scoring PostFGPCT,Scoring ElbowFGPCT,Scoring RA FGPCT,Scoring ITP(NonRA) FGPCT,Scoring MR FGPCT,Scoring LC3 FGPCT,Scoring RC3 FGPCT,Scoring ATB3 FGPCT,Scoring Backcourt3 FGPCT,Scoring Corner FGPCT,spotupoffense Poss,spotupoffense PPP,touches Time_OfPoss,touches Avg_Sec_PerTouch,touches Avg_Drib_PerTouch,PickNRollHandler Poss,PickNRollHandler PPP,PickNRollHandler FG PCT,PickNRollHandler FT Poss,PickNRollHandler TOV Poss,PickNRollHandler SFF Poss,ISO Percentile,ISO Poss,ISO PPP,ISO FG PCT,Passing ASTPTS Created,Passing percent ASTtoPassADJ,TransitionOffensive Poss,TransitionOffensive PPP,PickNRollMan Percentile,PickNRollMan Poss,PickNRollMan PPP,postupdefense Poss,postupdefense PPP,Postupoffense Poss,Postupoffense PPP,putbacksoffense Poss,putbacksoffense PPP,Defense UnderRim OPPFGPCT,Defense <5ft OPPFGPCT,Defense 5-9ft OPPFGPCT,Defense 10-14ft OPPFGPCT,Defense 15-19ft OPPFGPCT,Defense 20-24ft OPPFGPCT,Defense 25-29ft OPPFGPCT,Defense 30-34ft OPPFGPCT,Defense 35-39ft OPPFGPCT,Defense 40+ft OPPFGPCT,Defense STLpercent,Defense BLKpercent,Defense WinShares
337,Jacob Evans,1628980.0,1610612750.0,MIN,29.0,14.4,76.0,210.0,Guard-Forward,12.3,1.9,7.8,4.6,43.9,16.8,103.7,3.4,25.0,30.5,13.3,19.5,13.3,25.0,62.5,92.3,71.1,100.0,31.1,9.1,71.2,100.0,50.0,72.39999999999999,46.7,33.300000000000004,13.3,20.0,32.5,0.0,16.0,1.4,0.92,1.6,3.22,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.00000000000003,6.7,1.0,0.89,0.0,0.0,0.0,0.5,0.92,0.0,0.0,0.0,0.0,64.7,64.2,40.9,47.8,39.2,43.3,34.599999999999994,25.0,0.0,0.0,14.499999999999998,31.6,3.6999999999999997
338,Luke Kennard,1628379.0,1610612765.0,DET,28.0,32.9,77.0,206.0,Guard,18.8,1.0,9.5,5.4,58.9,19.3,98.61,9.8,10.9,49.5,10.0,15.2,11.5,24.4,47.4,80.8,63.6,46.1,35.4,41.199999999999996,63.3,50.0,72.2,50.9,38.9,49.7,0.0,40.0,33.0,0.0,28.599999999999998,3.4,1.22,2.7,3.22,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760.0000000000002,15.299999999999999,2.4,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.1,58.9,42.9,39.4,35.9,32.300000000000004,35.6,28.599999999999998,0.0,0.0,10.299999999999999,6.1,7.3
339,Theo Pinson,1629033.0,1610612752.0,NYK,33.0,11.1,77.0,212.0,Guard-Forward,23.5,2.6,9.5,6.1,37.6,22.6,102.56,4.8,3.4,38.1,14.4,12.7,14.4,45.8,17.2,66.7,34.1,66.7,38.9,40.0,25.0,0.0,0.0,50.0,50.0,100.0,100.0,25.0,26.700000000000003,0.0,57.099999999999994,1.4,0.45,2.1,4.78,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,10.2,1.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.50000000000001,58.9,38.5,45.800000000000004,41.199999999999996,26.8,31.4,0.0,0.0,0.0,28.299999999999997,11.799999999999999,6.5
340,Timothe Luwawu-Cabarrot,1627789.0,1610612751.0,BKN,47.0,18.1,79.0,220.0,Guard-Forward,5.3,2.5,9.5,6.0,56.7,14.5,104.51,5.5,0.0,49.3,11.6,20.5,15.1,30.1,59.1,100.0,80.4,39.800000000000004,40.400000000000006,39.1,70.0,0.0,66.7,59.0,28.4,44.800000000000004,45.5,40.0,37.8,0.0,43.1,2.1,1.0,0.7,2.35,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,10.6,1.1,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.89999999999999,65.0,36.5,39.6,50.4,37.1,36.9,42.9,0.0,0.0,15.0,9.700000000000001,7.7
341,Wayne Ellington,201961.0,1610612752.0,NYK,36.0,15.5,76.0,207.0,Guard,9.9,0.8,9.4,5.0,51.5,14.7,100.54,6.6,6.9,77.1,13.9,7.6,20.8,8.3,63.6,94.6,87.5,51.2,32.5,30.0,65.9,0.0,25.0,63.0,46.7,27.6,27.3,20.0,30.2,0.0,24.3,1.2,0.91,0.5,1.76,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.99999999999994,12.1,0.7,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.3,62.0,42.1,52.300000000000004,43.3,35.5,34.9,12.5,0.0,0.0,16.7,5.7,6.1
342,Jahlil Okafor,1626143.0,1610612740.0,NOP,30.0,15.6,82.0,270.0,Center-Forward,13.1,9.8,16.2,12.9,63.1,19.5,103.49,10.6,0.9,1.4,5.6,17.3,8.9,80.4,56.3,100.0,56.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.08,1.0,1.99,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.29,0.0,0.0,0.0,0.9,0.96,1.6,0.86,0.9,1.35,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,13.700000000000001,46.800000000000004,1.4000000000000001
343,Jordan Bell,1628395.0,1610612739.0,CLE,29.0,8.8,80.0,216.0,Forward,8.8,11.3,20.3,15.8,57.0,15.6,104.47,10.2,0.0,7.2,4.8,20.5,4.8,72.3,73.3,50.0,71.9,42.9,35.3,56.49999999999999,61.5,48.699999999999996,48.3,61.199999999999996,49.1,18.5,42.9,42.9,38.1,0.0,42.9,0.0,0.0,0.4,1.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,57.599999999999994,56.8,38.3,40.6,37.0,36.8,31.2,23.1,0.0,0.0,7.1,27.800000000000004,2.5
344,Tim Frazier,204025.0,1610612765.0,DET,27.0,13.1,72.0,170.0,Guard,39.1,2.4,7.1,4.7,46.4,17.1,100.04,6.8,18.6,30.9,14.4,19.6,16.5,30.9,29.2,70.0,41.2,20.0,39.6,35.199999999999996,62.5,0.0,50.0,62.1,21.099999999999998,38.6,33.300000000000004,52.2,35.8,0.0,43.9,0.4,1.25,3.3,5.62,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,13.0,0.9,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.10000000000001,63.1,39.0,44.3,40.6,36.9,37.5,0.0,0.0,0.0,21.5,13.3,4.5
345,Admiral Schofield,1629678.0,1610612764.0,WAS,33.0,11.2,77.0,241.0,Guard-Forward,6.8,1.8,9.2,5.4,51.4,12.4,103.17,3.7,9.6,50.6,4.8,10.8,20.5,28.9,68.8,100.0,83.3,43.8,43.8,42.699999999999996,51.2,48.6,54.800000000000004,54.50000000000001,43.3,44.5,43.3,41.699999999999996,40.8,0.0,42.9,1.3,0.77,0.4,1.39,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,6.800000000000001,0.5,1.29,0.0,0.0,0.0,0.5,1.17,0.0,0.0,0.0,0.0,70.1,60.3,35.8,43.4,39.6,41.099999999999994,36.9,21.099999999999998,0.0,0.0,14.499999999999998,10.5,2.9000000000000004
346,Brandon Goodwin,1629164.0,1610612737.0,ATL,34.0,12.7,72.0,180.0,Guard,19.8,2.5,13.7,8.0,51.0,22.3,104.91,9.6,6.9,39.9,13.9,13.9,15.0,39.3,20.0,60.9,34.9,39.6,32.1,39.7,45.9,38.1,43.8,47.4,43.3,28.1,36.4,26.3,35.4,0.0,33.300000000000004,2.1,0.78,2.5,4.86,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1210.0,13.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.5,59.0,41.0,39.7,42.199999999999996,38.4,32.9,30.8,0.0,6.3,17.599999999999998,8.3,4.0
347,D.J. Wilson,1628391.0,1610612749.0,MIL,37.0,9.8,82.0,231.0,Forward,11.2,2.6,15.9,10.0,48.7,16.2,106.6,7.1,12.5,41.3,10.0,6.3,3.8,40.0,90.5,90.9,90.6,0.0,33.300000000000004,14.299999999999999,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1.6,0.94,0.5,1.89,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,63.2,0.0,66.7,66.7,60.0,30.4,0.0,0.0,0.0,7.3,13.5,4.1000000000000005
348,Moritz Wagner,1629021.0,1610612764.0,WAS,45.0,18.6,83.0,245.0,Forward-Center,9.4,6.2,21.0,13.4,67.8,20.1,108.25,11.1,0.7,23.4,3.7,14.9,15.3,61.0,76.9,100.0,81.6,54.300000000000004,30.599999999999998,39.2,43.5,50.0,20.0,50.6,55.2,35.699999999999996,20.0,22.2,33.300000000000004,0.0,21.4,2.0,1.15,1.2,1.54,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,5.6000000000000005,1.1,1.07,0.0,0.0,0.0,0.9,0.68,0.4,1.18,1.0,1.22,59.699999999999996,56.49999999999999,41.3,43.2,38.7,38.2,38.9,29.4,0.0,0.0,20.7,33.300000000000004,4.2
349,Tyson Chandler,2199.0,1610612745.0,HOU,26.0,8.4,84.0,235.0,Center,3.7,9.7,17.2,13.3,71.7,5.7,107.95,6.1,0.0,0.0,5.9,17.6,8.8,82.4,85.7,0.0,85.7,48.5,27.6,40.400000000000006,65.2,30.0,76.9,62.1,38.1,41.6,26.700000000000003,40.0,27.1,12.5,30.0,0.0,0.0,0.2,1.41,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1360.0,14.799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.1,62.7,40.8,42.0,47.699999999999996,42.199999999999996,37.6,29.2,0.0,0.0,14.6,57.099999999999994,3.8
350,Ed Davis,202334.0,1610612762.0,UTA,28.0,10.8,81.0,218.0,Center-Forward,4.5,10.2,24.0,17.0,42.5,8.4,100.04,4.8,6.1,0.0,0.0,15.2,18.2,78.8,50.0,0.0,50.0,42.4,39.1,32.9,59.3,48.4,62.5,63.6,37.3,39.1,42.5,33.300000000000004,39.6,0.0,38.6,0.0,0.0,0.5,1.65,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.33,62.3,63.0,37.5,42.199999999999996,39.6,37.8,34.4,57.099999999999994,0.0,0.0,23.400000000000002,40.9,2.7
351,Trey Burke,203504.0,1610612742.0,DAL,33.0,15.8,72.0,185.0,Guard,23.8,4.5,6.1,5.3,54.5,18.8,96.84,10.7,20.4,32.7,4.1,8.8,13.6,38.1,39.5,93.8,54.2,35.3,36.5,26.5,81.8,0.0,100.0,60.5,26.700000000000003,43.8,50.0,33.300000000000004,26.700000000000003,0.0,39.1,1.1,1.54,2.3,4.86,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,11.200000000000001,0.6,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.5,59.8,28.7,42.6,40.699999999999996,41.6,37.2,0.0,0.0,0.0,22.2,3.8,3.3000000000000003
352,Wilson Chandler,201163.0,1610612751.0,BKN,35.0,21.0,80.0,235.0,Forward,9.4,1.5,17.2,9.6,55.2,13.5,103.38,7.9,6.4,48.1,10.3,10.9,12.2,34.6,46.9,100.0,70.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.84,1.0,1.9,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.3,0.0,0.0,0.0,0.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,17.9,6.7
353,Matt Thomas,1629744.0,1610612761.0,TOR,41.0,10.7,76.0,190.0,Guard,8.1,1.4,9.8,5.7,65.6,14.4,102.27,9.6,14.7,71.6,13.8,4.6,18.3,9.2,76.9,100.0,92.3,44.4,24.5,33.300000000000004,63.3,44.7,59.5,64.3,40.6,31.3,50.0,0.0,18.2,0.0,40.0,1.4,1.06,0.4,1.95,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,6.9,0.5,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.2,64.5,37.7,42.0,46.5,41.9,38.6,37.0,100.0,16.7,16.400000000000002,1.7000000000000002,5.5
354,Willy Hernangomez,1626195.0,1610612766.0,CHA,31.0,12.1,83.0,250.0,Center-Forward,11.2,10.3,22.0,15.7,56.5,23.6,100.51,12.4,2.9,10.9,1.5,19.0,13.9,67.2,60.4,100.0,64.2,28.000000000000004,26.3,33.300000000000004,60.9,25.0,43.3,64.60000000000001,31.1,42.9,0.0,0.0,19.0,0.0,0.0,0.8,0.74,0.6,1.52,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.00000000000003,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.71,0.9,1.29,54.800000000000004,67.10000000000001,43.1,32.5,42.3,43.0,33.900000000000006,33.300000000000004,0.0,0.0,18.5,25.900000000000002,5.1
355,Deandre Ayton,1629028.0,1610612756.0,PHX,38.0,32.5,83.0,250.0,Center,10.4,11.9,22.7,17.5,56.3,23.3,102.48,14.5,15.8,0.0,8.6,10.4,15.5,73.8,71.5,0.0,71.5,42.9,36.6,27.800000000000004,90.0,50.0,66.7,81.0,46.0,31.6,40.5,52.2,30.5,0.0,45.0,0.9,0.7,1.7,1.66,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,6.2,1.5,1.24,0.0,0.0,0.0,1.6,1.08,4.1,0.87,3.0,1.07,63.4,61.0,39.2,47.699999999999996,45.9,40.1,35.8,15.4,0.0,8.3,13.0,47.5,9.9
356,Derrick Walton Jr.,1628476.0,1610612765.0,DET,26.0,9.6,72.0,185.0,Guard,14.1,0.8,5.6,3.2,62.6,8.1,104.15,5.6,20.0,54.0,4.0,14.0,22.0,12.0,25.0,100.0,64.7,36.8,12.5,12.0,76.6,46.0,56.00000000000001,76.3,24.099999999999998,14.299999999999999,0.0,0.0,0.0,0.0,0.0,1.1,1.44,1.0,3.84,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.89999999999999,60.099999999999994,40.5,39.1,39.4,35.4,37.8,16.7,0.0,0.0,17.9,0.0,4.2
357,Gary Payton II,1627780.0,1610612764.0,WAS,29.0,14.9,75.0,195.0,Guard,15.6,5.4,11.9,8.4,47.1,12.7,102.8,6.9,1.9,34.6,26.9,3.8,21.2,59.6,62.5,100.0,72.7,46.2,36.7,21.7,53.6,0.0,42.9,60.199999999999996,30.8,16.7,43.8,39.1,32.7,0.0,41.8,1.8,0.83,0.9,2.11,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,11.799999999999999,1.6,1.11,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.6,0.43,68.2,64.4,41.099999999999994,42.4,41.4,37.5,33.0,41.699999999999996,50.0,0.0,35.5,15.9,1.2
358,Isaiah Hartenstein,1628392.0,1610612745.0,HOU,23.0,11.6,84.0,250.0,Center-Forward,9.5,10.7,20.0,15.6,67.4,14.4,105.47,11.8,1.9,0.0,3.7,17.8,12.1,80.4,81.8,0.0,81.8,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.67,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,5.6000000000000005,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.0,0.0,0.7,1.06,100.0,50.0,0.0,100.0,0.0,25.0,42.9,0.0,0.0,0.0,25.7,50.0,4.9
359,Bruno Caboclo,203998.0,1610612745.0,HOU,30.0,8.1,81.0,218.0,Forward,7.9,7.6,13.6,10.4,44.1,15.8,107.53,7.2,6.5,19.4,6.5,3.2,11.3,71.0,70.8,100.0,75.0,44.4,48.699999999999996,53.1,60.0,0.0,50.0,36.4,50.0,57.599999999999994,57.099999999999994,45.5,45.2,0.0,52.0,1.1,0.84,0.3,1.44,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,54.0,41.5,35.699999999999996,37.2,35.0,28.499999999999996,11.1,100.0,0.0,23.400000000000002,51.5,3.5999999999999996
360,Kelan Martin,1629103.0,1610612750.0,MIN,31.0,16.0,77.0,230.0,Forward,4.2,1.6,15.7,8.5,47.7,15.9,105.35,6.7,9.2,41.5,14.6,9.2,14.6,40.0,75.0,83.3,78.0,43.5,24.3,39.6,70.0,100.0,33.300000000000004,50.0,50.0,37.5,33.300000000000004,25.0,21.3,0.0,31.3,2.4,0.87,0.6,1.9,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,14.399999999999999,1.3,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.9,61.1,40.6,38.9,41.699999999999996,34.300000000000004,37.5,40.0,25.0,0.0,7.3,13.600000000000001,7.6
361,Kyle O'Quinn,203124.0,1610612755.0,PHI,29.0,10.8,81.0,250.0,Center-Forward,19.4,11.6,25.4,18.2,55.2,15.7,101.53,11.3,15.8,27.6,13.2,6.6,17.1,50.0,64.0,85.7,68.8,44.6,33.0,46.2,69.69999999999999,33.300000000000004,28.599999999999998,62.6,16.7,45.5,39.4,31.8,31.0,0.0,36.4,0.7,0.69,0.6,1.7,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,69.0,60.3,40.6,33.7,36.199999999999996,36.199999999999996,35.0,34.599999999999994,33.300000000000004,0.0,13.200000000000001,60.0,2.4
362,Malcolm Miller,1626259.0,1610612761.0,TOR,28.0,5.8,79.0,210.0,Guard-Forward,8.5,0.9,9.7,5.6,42.3,9.1,102.23,3.1,0.0,75.0,0.0,5.0,0.0,20.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.85,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,12.5,2.7
363,Nicolas Batum,201587.0,1610612766.0,CHA,22.0,23.0,80.0,230.0,Guard-Forward,17.3,4.9,14.6,9.7,46.3,9.3,97.67,6.8,2.5,53.2,10.1,11.4,8.9,32.9,21.4,92.9,57.1,40.6,38.0,31.8,66.4,50.0,71.89999999999999,67.10000000000001,31.0,43.8,41.3,35.099999999999994,37.6,0.0,37.4,1.4,1.19,1.1,2.06,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,4.6,0.5,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.199999999999996,60.9,38.4,42.0,47.599999999999994,40.400000000000006,31.900000000000002,50.0,0.0,0.0,26.200000000000003,16.0,4.8
364,Shake Milton,1629003.0,1610612755.0,PHI,40.0,20.1,77.0,205.0,Guard-Forward,15.3,1.7,11.1,6.4,55.1,19.0,103.28,6.9,1.4,41.3,13.0,16.7,13.8,40.6,58.6,100.0,75.0,40.0,50.0,37.5,100.0,0.0,50.0,62.5,0.0,28.599999999999998,66.7,0.0,40.0,0.0,66.7,2.2,0.92,0.9,2.83,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,10.0,1.4,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,72.5,40.9,21.4,50.0,48.3,25.0,0.0,0.0,0.0,17.9,9.1,3.0
365,TJ Leaf,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.9,9.8,18.4,14.3,47.6,17.1,105.3,10.2,0.0,22.4,11.9,9.0,11.9,68.7,60.9,100.0,67.9,70.6,41.9,28.000000000000004,72.0,35.699999999999996,66.7,79.4,43.8,18.2,33.300000000000004,50.0,41.699999999999996,0.0,40.0,0.9,0.8,0.3,1.53,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,68.8,66.10000000000001,40.2,34.8,37.0,34.1,34.300000000000004,50.0,0.0,50.0,0.0,0.0,0.0
366,James Johnson,201949.0,1610612750.0,MIN,32.0,19.4,79.0,240.0,Forward,13.3,3.3,14.6,9.0,55.2,16.5,102.39,7.0,1.5,48.5,10.8,8.5,8.5,41.5,57.1,90.5,71.4,0.0,38.9,50.0,80.0,0.0,100.0,71.39999999999999,0.0,0.0,100.0,0.0,37.5,0.0,75.0,2.4,0.86,1.2,2.82,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4.3,0.7,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.3,69.0,40.0,44.4,15.4,55.60000000000001,27.3,0.0,0.0,0.0,25.0,46.400000000000006,2.9000000000000004
367,Reggie Bullock,203493.0,1610612752.0,NYK,29.0,23.6,78.0,205.0,Guard-Forward,8.0,2.1,7.5,4.7,49.9,16.7,100.28,5.8,20.4,48.1,20.9,6.3,17.0,25.2,68.1,97.0,80.0,46.5,30.599999999999998,26.900000000000002,37.1,0.0,71.39999999999999,56.49999999999999,37.7,31.3,31.3,14.299999999999999,30.8,0.0,26.1,2.5,0.92,1.1,1.81,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,14.299999999999999,2.7,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.7,60.0,34.599999999999994,49.1,52.0,41.4,34.599999999999994,0.0,0.0,0.0,22.3,4.8,6.5
368,Rodney Hood,203918.0,1610612757.0,POR,21.0,29.5,80.0,208.0,Guard-Forward,6.8,1.5,9.2,5.4,62.5,13.7,103.31,7.4,17.4,45.7,10.0,9.1,13.0,27.8,30.8,88.6,54.0,0.0,19.0,0.0,100.0,0.0,100.0,50.0,0.0,0.0,50.0,33.300000000000004,6.3,0.0,42.9,3.2,1.22,1.6,2.73,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.6,1.4,1.21,0.0,0.0,0.0,0.7,0.93,1.1,0.83,0.0,0.0,76.5,71.39999999999999,61.9,36.0,72.7,33.300000000000004,31.3,0.0,0.0,0.0,23.599999999999998,4.8,6.4
369,Ty Jerome,1629660.0,1610612756.0,PHX,31.0,10.6,77.0,195.0,Guard-Forward,25.3,2.1,12.3,6.8,46.5,17.0,102.23,8.2,7.1,39.3,7.1,10.7,13.1,42.9,23.8,90.9,46.9,35.0,26.1,12.5,50.0,0.0,20.0,43.8,39.1,14.299999999999999,50.0,40.0,15.4,0.0,42.9,1.6,0.82,1.9,4.47,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,6.4,0.7,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.3,54.6,47.099999999999994,47.4,29.599999999999998,25.3,34.0,0.0,0.0,16.7,24.6,16.7,2.5
370,Allonzo Trier,1629019.0,1610612752.0,NYK,24.0,12.1,76.0,200.0,Guard,16.7,1.4,8.9,4.8,58.7,20.3,103.13,8.0,16.7,37.5,20.8,25.8,12.5,20.0,22.7,73.3,43.2,33.300000000000004,45.1,38.3,66.3,57.099999999999994,64.7,67.10000000000001,33.300000000000004,42.6,55.60000000000001,16.7,42.1,0.0,43.6,1.3,0.92,1.3,4.03,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,7.1,1.5,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,62.2,34.8,45.2,35.5,41.8,39.300000000000004,40.0,100.0,0.0,8.1,10.8,2.8000000000000003
371,Anzejs Pasecniks,1628394.0,1610612764.0,WAS,27.0,16.2,85.0,229.0,Center-Forward,6.5,9.0,15.9,12.2,56.0,15.9,103.81,6.7,1.4,0.0,4.3,22.3,22.3,76.3,63.0,0.0,63.0,39.6,35.4,43.1,83.6,0.0,81.8,73.4,31.0,38.2,43.2,40.699999999999996,31.3,0.0,41.699999999999996,0.0,0.0,0.8,1.47,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.99999999999994,7.6,0.6,1.18,0.0,0.0,0.0,1.0,0.9,0.0,0.0,1.3,1.0,60.199999999999996,60.4,43.3,36.4,37.3,37.9,36.9,31.8,33.300000000000004,0.0,11.700000000000001,36.4,4.5
372,David Nwaba,1628021.0,1610612745.0,HOU,20.0,13.4,77.0,219.0,Guard-Forward,4.6,2.7,10.9,7.1,62.7,13.9,104.69,9.8,0.0,34.6,25.0,17.3,21.2,48.1,64.0,100.0,75.7,40.1,42.4,36.0,36.4,0.0,66.7,57.3,34.9,43.9,52.2,42.9,35.099999999999994,25.0,46.6,1.6,1.21,0.4,2.3,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,11.700000000000001,1.5,1.2,0.0,0.0,0.0,0.7,0.86,0.0,0.0,0.0,0.0,79.10000000000001,63.3,36.199999999999996,41.0,38.9,34.699999999999996,38.2,38.9,25.0,0.0,29.7,41.4,9.6
