,Player,KM Cluster,Postion,Age,TeamAbbrv,PC 1,PC 2,PC 3,PC 4,PC 5,PC 6,PC 7,PC 8,PC 9,PC 10,PC 11,PC 12,PC 13,PC 14,PC 15
335,Anzejs Pasecniks,4,Center-Forward,24.0,WAS,7.613808447666484,-1.3674949409021904,-4.132526749432535,1.3338690995881037,1.3579739579840813,-2.80569800566968,-0.021561208089269795,1.512147468718035,-0.03332509754394617,0.8461739209509669,-1.7619990966562173,-2.340949809908653,0.07583551960362014,0.6118097255274781,-2.5261509508707745
336,David Nwaba,6,Guard-Forward,27.0,HOU,2.118117938708487,-6.1943328478462485,-0.4767620513643388,-2.872348634098881,-0.15542002687287387,5.643316307712076,1.6433456860872528,0.014437961639507214,0.4436056234759395,1.494948918293721,0.5060127478284133,-0.44867781949364643,-0.4036156841477552,-1.6144010171896355,3.0497762804537554
337,Edmond Sumner,2,Guard,24.0,IND,-1.3655907952401816,-6.553092547926572,-1.963864665088429,-1.9209737935955158,-0.5304730860836244,0.46628308071996377,0.7216992266022855,-0.8499472329572514,-0.3980922979153819,-2.1883006773756923,0.7143709182590735,1.7571925355907374,1.597229747339303,-0.4186494079637012,2.405347109579891
338,Kyrie Irving,1,Guard,28.0,BKN,-10.372254016500142,9.380710297981583,-2.3307184082765176,1.641800204578286,3.551331579080794,-0.19614963913065983,-0.636517367485371,0.20588882785006876,0.4596484961666732,0.8140809914808254,-0.8083237695972767,-0.21158730567391848,0.3752422647382424,1.06767553171561,2.3990422323035743
339,Luguentz Dort,6,Guard,21.0,OKC,-0.032946027716083154,-4.941237845038916,1.2111359991119501,-2.8262962842578596,-0.9934897191359618,-1.8801888870700063,-0.4096860555721762,1.840199582578233,-0.9838778882640509,-0.8022822067987775,0.7096261934842811,0.5633115400727638,0.44610727798178784,1.7411337820166473,-0.37376275697889105
340,Evan Turner,2,Guard-Forward,31.0,MIN,-1.3760936656986025,-5.515289054302654,-5.777583303430413,-0.5309359677113158,-2.5604607533212027,-0.41651675503884483,0.40715327215719604,1.1095925507815532,-2.1020691647503678,2.627009247255733,0.8023563443257093,-1.0156821584053002,-1.7570127398844793,-0.6981235449665938,2.8800733127280487
341,Jordan McLaughlin,2,Guard,24.0,MIN,-4.71863380219229,-2.2942831751197885,-3.066679981822974,-1.0712432925465882,0.46250452226950384,1.0591649006036477,-1.8754951658865622,-4.468494435658876,0.9159925056747102,-2.84415027951956,1.5424382322947214,0.1248112793454238,-1.0299821971883611,-1.5104461801161047,3.0177636331190496
342,Naz Reid,4,Center-Forward,20.0,MIN,5.463909534485739,-1.2926640074844022,-0.7470077041996437,0.7066303297264984,-1.624229759763859,0.18910246509630774,-0.2953109421131486,1.9931593310051214,-0.6958763801251366,-1.5418380704545183,0.6833647066955907,0.7774470414040184,1.8232425297887302,-0.08808826608360595,2.691142268224439
343,Robert Williams III,4,Center-Forward,22.0,BOS,8.674160536260858,-1.727348852457518,-3.8726006863667233,-0.9016697988128293,3.485637237542362,0.21819062889865262,0.2421939942921215,-0.3717876478203051,2.378900041699818,4.70339543147942,1.582145421230045,2.052764456886263,-1.9585922739287716,-0.794677237826229,-0.023259419374978312
344,Al-Farouq Aminu,6,Forward,29.0,ORL,1.3908580482816468,-4.228153745836044,-1.5879353821316435,-3.2272617071897565,-4.7856651649440725,-0.6213007746201402,-0.6828225788757678,3.9154319767901162,-2.3036883382845077,0.9686684674867695,-0.33448278115869623,0.09287157360917161,0.2717072319756802,1.7086046020971073,0.7428605249401092
345,Blake Griffin,0,Forward,31.0,DET,-1.1022267986482384,2.6201704283073624,-1.3464219151807262,0.7175505499266998,-2.690756282212454,-1.4163622581346909,0.15050915753629482,4.317834638494918,-0.6192504146546788,-2.3741426081917063,1.0471761153729429,0.3384008041214201,0.6325145806946783,-1.2300838192254266,-1.5737630788598598
346,JaKarr Sampson,4,Forward,27.0,IND,5.92866567094916,-3.9909027177205587,-1.5354753404395916,0.018601616140122477,1.9329911217199807,-0.5701647394824895,0.600346752937903,-0.17822583113859422,1.2530170251834307,0.9062896500031038,-1.097224564996819,-0.5915776813459059,-0.8943943500851836,2.499353809830745,0.8733097932326731
347,Brandon Knight,2,Guard,28.0,DET,-4.068174088167775,-6.14951177376363,-4.145262095269827,3.811896389741089,-1.021982544242347,-2.2530530384669376,-4.623898980015541,0.8986043958097181,-0.17208240338158576,-1.3088680204075833,2.581320620653719,-0.7588511650039691,-1.611568624008574,1.7417287270334068,3.1206031044270093
348,J.J. Barea,2,Guard,36.0,DAL,-5.801805548495312,-3.2536469703858164,-5.512640243684015,3.3216568319927218,2.5843668749491773,0.1719953674243547,-0.6651945276671143,-2.057881493720833,-0.2657837239963424,-2.150914499444415,2.247628243425924,3.0020026454756645,0.09146997449287379,-1.2514291161278361,0.44970826154876903
349,Garrison Mathews,2,Guard,23.0,WAS,-0.03732718399026388,-7.290411453391204,0.4788073124301016,2.0039423244016725,1.3119110293083256,3.264929104422208,4.625251938642233,0.24377453175147631,0.4943067151457441,0.5707006931752325,0.7996988992971641,-3.889204173354288,5.717322529684875,-1.1154826854485926,-2.3708594412557313
350,Cristiano Felicio,4,Forward-Center,27.0,CHI,7.006481909397741,-2.7547936387478513,-4.881094664046213,0.04966112533765762,2.6778124744629457,-3.766159470565783,-2.748396864747665,1.2321858445998137,3.047645579670349,2.013859584089088,0.6363466638250543,0.7448253795720445,-0.139846176566678,-2.21284741699673,-1.4254898729616268
351,DeMarre Carroll,6,Forward,33.0,HOU,1.074205847804068,-7.817908657150597,-2.6324442619955004,0.4773771294694838,-3.4561604556486976,0.12511751619858877,1.7185831465832304,2.7806152000620634,0.7050583319731131,0.2939713602211147,0.4317925369235486,-2.6232294025239637,3.3564027428642778,0.7828683758647588,-0.8334507552322615
352,Kevon Looney,6,Forward,24.0,GSW,4.817742153799363,-4.870513315820613,-4.179687913690119,-0.4828319644835542,-2.337220904200921,-3.288126800791254,-0.7236727868153803,2.4848076014784772,0.9752874525752822,1.674296612932946,0.8933141688320834,2.342448008080464,-1.3566411054806342,-1.1369624554988609,0.07764973035208242
353,Chris Chiozza,2,Guard,24.0,BKN,-3.288026766894833,-5.936607636187097,-3.1990479313425357,-1.0030433069523965,-3.4688527524466806,3.6617841344584474,1.3772166694425658,-0.9828588389352136,-0.03417748276809321,-1.5580722424304538,0.17443969121880223,-1.7765616635100154,1.9496893181004329,1.2939987618134805,2.071796969128988
354,Courtney Lee,2,Guard,34.0,DAL,-1.8808502572800823,-6.216997962386161,-1.061615211401182,2.540478859025155,-0.19510508088909304,1.040902528591155,-0.3910976495361568,-4.627697293527879,5.41687089045686,-2.8464016531367173,2.930358444052965,-2.160504223776735,-1.1280692949735263,2.2762715199048147,-0.645861807780718
355,Jake Layman,7,Forward,26.0,MIN,-0.027289636744667608,-2.999060505972677,2.394068584239496,-1.1156475178522336,1.5413432202133723,-1.0824475903431647,0.8647138655093511,-0.9948278310448814,-2.2139040678942887,-0.14754523866814623,-0.5314634066461651,-0.20180431118025466,-1.2305325306457167,0.03679188565251688,0.8210311129112594
356,Reggie Jackson,5,Guard,30.0,LAC,-6.778207255782416,-0.3530128429130565,-3.062694277057227,2.4432461607613356,0.3921055348289316,1.6424650287872564,-1.04710983857921,1.3962058434841116,-2.542665291989643,-1.0058615838879013,1.8996997921160224,-0.5522108604083285,-1.2398622369914847,0.3747578782029927,1.3476225336132577
357,Iman Shumpert,2,Guard,30.0,BKN,-0.8575509150692422,-6.940733377595751,-1.2023511648650298,-2.129822649163299,-5.023567701710019,0.9441150324570929,0.4435402183885161,-0.19452471325181006,0.6796678106807248,4.579871259306768,1.4006956698044495,-1.7918376960154327,1.0685169593805766,-1.4093080183394644,1.2307646420444387
358,Marvin Bagley III,3,Forward,21.0,SAC,7.391657815959055,4.56197036400763,-2.000585567694747,0.8286040714626449,-2.677385268249078,-2.9408376196936463,1.828775452227742,0.8341320665796584,-0.4378208168042019,-0.2406563809230566,1.1679172127598674,-0.01723339586289288,0.8417215985502932,-1.7708970916778781,-0.015133298692674328
359,Johnathan Williams,4,Forward,25.0,WAS,5.679514731246099,-5.08516394450875,-5.589040474811618,1.4847594603645573,2.0398091226450235,-2.5464226596025146,1.2758963364642864,1.2762346831466285,2.492432055894295,4.024110110427789,2.507082435313174,1.2344649503742924,-1.4975115673358623,1.7222949513391395,-0.6848971786165149
360,Zion Williamson,3,Forward,19.0,NOP,5.99192243482749,8.53086145532285,-1.0972778279672741,-2.2729473043161943,-0.5303877631428064,-3.782854608763304,4.978824518101579,-0.8462363658363518,-2.2127629814459344,-2.3493195596051764,5.264688906824653,0.08697696895026864,1.4219849743705801,0.20525650099644363,-0.02708218424693966
361,Otto Porter Jr.,2,Forward,27.0,CHI,-4.222620125213633,-2.5999308883803747,-0.23627529487012167,1.0714615147963213,-1.7988373075719915,1.3736492340875648,0.7683867739395215,-0.2992694261954456,-0.9201883450650175,0.08217459558738198,1.0297231186637885,-5.100140292109241,1.1158423301147653,1.9407626831992688,-0.19700379082203698
362,Caleb Martin,6,Forward,24.0,CHA,-0.5363100376036977,-6.365674271101223,-0.9607731146880315,-0.37759808318964655,-1.1117352949858936,1.5281210477709528,-0.917854284358885,1.6580588673868493,-2.0123286163913607,0.26169633977400086,2.018632129077393,1.3241431303530398,-1.72862837464811,1.4083168789636822,1.934727645626678
363,Drew Eubanks,4,Forward-Center,23.0,SAS,7.916341291143259,-2.5851370720218187,-3.7905163932228945,3.117374389416107,3.379471775628898,1.7172780537265078,0.49031514217659616,0.16495829299480355,3.6723334478089247,2.5214858502244204,1.9709262200675177,1.371969272478109,0.36514855976105814,1.7349807820845933,-1.5077890257549016
364,Dragan Bender,6,Forward,22.0,GSW,5.501106562744946,-3.824691521322143,-0.23838909288722945,0.974729483918789,-0.9812100156542028,2.500601760966871,-3.1930270958719724,2.8337555161800867,-0.09977441525724812,0.7613362521829046,4.001156333485021,2.1123989633769287,-0.8339192420712764,-0.9655147699883917,0.16302001380911632
365,Josh Jackson,6,Guard-Forward,23.0,MEM,-0.6926527809593016,-4.098668396036756,-0.29748098043791976,-4.134039446772641,-0.44954400801863714,0.31239410266912016,3.3033271711929704,-0.13559823322966633,0.014478076124639496,-0.04069399754540015,0.13003884798321852,0.5688159727105383,1.0420029763568313,-1.0342545052054832,0.8952597573873767
366,Victor Oladipo,5,Guard,28.0,IND,-6.33989717009717,-0.1835944750563113,-1.455412360823114,0.2979365306338452,-1.940926379038005,0.48719031862443796,-0.637049126472119,2.5254374116018647,-2.997123253042873,1.4964984183055654,1.4030520455755757,-3.1472652831082173,-0.5797294735174665,1.0044189660352691,-0.4666764048133374
367,Jalen McDaniels,6,Forward-Center,22.0,CHA,2.093852112138511,-5.678159880977713,-1.443485461910289,1.1022294369857126,-0.20277485913584398,1.0353344913516882,-2.033647746891657,0.8976624555654028,2.295532471098435,1.0138633492628646,3.8164213879008733,-1.6306614181218146,-0.8149075914496455,3.9733443840260123,3.639627197225678
368,Andre Iguodala,6,Guard-Forward,36.0,MIA,2.6915563942581398,-4.257734125475594,-1.072196221523381,-0.6697266272193757,2.819448386698204,1.7689264180006186,-2.417342423713529,0.19936058784723146,1.7775686984988803,2.3463328291332113,2.72705161565942,5.512968397437532,-2.58074901460867,2.061051620022456,-3.0936878661543807
369,Juan Toscano-Anderson,6,0,27.0,GSW,2.501262759191034,-4.449160105520344,-1.1354205294400834,-3.1919616426203636,-0.5670656240759083,-0.14685280871185344,-2.70377173032799,0.3998254910900684,2.2819301738939815,1.8998643745793078,3.390431763161646,2.7591884228475356,0.6229233920633637,-0.5598404492494581,-0.45327524151775683
